SMILES,BA_predicted,LogP,QED,TPSA,MW,HBD,HBA,RotBonds
CCc1cccc(CC(O)CNCC(O)COc2ccccc2)c1,-4.0346,2.182,0.625,61.72,329.44,3,4,10
CCCCC(NC(=O)OC1C=CC(O)C(O)C1O)C(O)CC=CCCCNC1=C(C)C=CC(=O)NC1=O,-3.9985,0.849,0.146,181.21,521.61,7,9,13
CCOC(=O)c1ccc2c(c1O)C(=O)c1ccccc1O2,-3.9981,2.829,0.578,76.74,284.27,1,5,2
O=C(C=Cc1ccco1)C(=O)Nc1nccc(-c2ccccc2)n1,-3.9946,2.958,0.577,85.09,319.32,1,5,5
CN1CCN(Cc2ccc(OCc3ccccc3)c(CO)c2)CC1,-3.97,2.505,0.885,35.94,326.44,1,4,6
COc1cc(OC)c(C2CC(=O)C(c3ccccc3)=CN2C)cc1OC,-3.9695,3.699,0.82,48.0,353.42,0,5,5
CCCCN(CCC)CC(O)CN1CCN(C(=S)NC(=O)COc2ccc(C(N)=O)cc2)CC1,-3.9503,1.056,0.35,111.37,493.67,3,7,13
N#[N+][N-]CC=CS(=O)(=O)NCCCC(C(=O)NC(Cc1ccccc1)C(=O)O)N1CCOCC1,-3.9391,0.854,0.194,167.29,494.57,3,7,14
O=C(O)C1CC1(CC(O)Cc1ccccc1)C(c1ccccc1)c1ccccc1,-3.9389,4.903,0.579,57.53,386.49,2,2,8
CCN1N=C(O)N=C(C)c2cc(N(=O)=O)ccc21,-3.9352,2.073,0.64,91.33,248.24,1,5,2
Cc1ccccc1C(=O)Nc1nccc(-c2ccccc2O)n1,-3.9215,3.41,0.777,75.11,305.34,2,4,3
Nc1cccc(-c2nnc(-c3ccccc3)s2)c1,-3.9205,3.454,0.712,51.8,253.33,1,4,2
COc1ccccc1S(=O)(=O)N(CC(=O)Nc1cccc(C)c1)S(C)(=O)=O,-3.9185,1.593,0.74,109.85,412.49,1,6,7
COc1ccccc1NC(=O)OCc1ccccc1,-3.9073,3.444,0.912,47.56,257.29,1,3,4
CC(C)N(CCCN1C(=O)C2CCC=CC21)S(=O)(=O)c1ccccc1,-3.9044,2.653,0.553,57.69,362.5,0,3,7
Cc1nc(-c2ccc(Cl)cc2)c(N)nc1NCc1ccco1,-3.9003,3.893,0.764,76.97,314.78,2,5,4
NC(=O)c1ccc(N2C(=S)NN=C2CN2CCOCC2)cc1,-3.9001,0.861,0.816,89.17,319.39,2,5,4
COc1cc(-c2ccccc2C#N)nc(C)c1C(C)=O,-3.8951,3.14,0.8,62.98,266.3,0,4,3
CC(Cc1ccc(Nc2ncc(Cl)nc2O)cc1)C(=O)O,-3.8944,2.842,0.786,95.34,307.74,3,5,5
CNCCCNCc1ccc(-c2ccccc2OCCN2CCOCC2)cc1,-3.8689,2.764,0.584,45.76,383.54,2,5,11
O=C(CN1Cc2ccccc2CO1)CN1CCC2(O)CC1c1ccc(O)cc12,-3.8661,2.247,0.848,73.24,380.44,2,6,4
O=C1C(S(=O)(=O)c2ccccc2F)=CCc2ccccc21,-3.8605,2.922,0.857,51.21,302.33,0,3,2
CC(C)(CCN1CCOCC1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-3.8466,1.253,0.642,99.1,364.44,3,5,8
Cc1cccc(NC(=O)C=Cc2ccccc2)c1,-3.83,3.647,0.811,29.1,237.3,1,1,3
COc1cccc(-c2ncnn2-c2ccc(F)cc2)c1,-3.8231,3.082,0.733,39.94,269.28,0,3,3
CC(C)CCCC(C)C1CCC2C(c3ccc(Cl)c(Cl)c3)CC12,-3.8088,7.586,0.494,0.0,353.38,0,0,6
CSc1cccnc1C(=O)NC1CCN(Cc2ccccn2)CC1,-3.8028,2.593,0.847,58.12,342.47,1,5,5
O=C(O)c1ccc(N2C=CN(C3(N=Cn4cc-c5ccccc54)C(=O)NC3=O)C=C2)cc1,-3.7968,2.333,0.28,107.24,427.42,2,6,5
COc1ccc(C(=O)N2CCSC2=O)cc1N(=O)=O,-3.7913,1.912,0.621,89.75,282.28,0,6,3
CN1CCN(c2ccc(Nc3ccc(Cl)cc3)cc2)CC1,-3.791,3.835,0.929,18.51,301.82,1,3,3
CC1COCCN1c1ccc2c(c1)C(=O)N=C(N)N2N=C1CCNC1,-3.7647,0.401,0.82,97.77,342.4,2,7,2
COCCN(NC(=O)CNC(=O)C1Cc2ccccc2NC1=O)S(C)(=O)=O,-3.7505,-1.147,0.374,133.91,398.44,3,6,8
Cc1ccc(NC(=O)NN=C2Nc3ccccc3C2=O)cc1,-3.7466,2.738,0.745,82.59,294.31,3,3,2
COc1ccc(N2CN(CCC(=O)NCC(F)(F)F)c3ccccc3C2=O)cc1,-3.7449,3.188,0.799,61.88,407.39,1,4,6
CCN1C(=O)SC2=C1C2=NCSSCCO,-3.7267,1.19,0.636,54.59,276.41,1,6,6
COc1cc(-c2ccc(O)cc2)cc(OC)c1O,-3.7242,2.782,0.874,58.92,246.26,2,4,3
CCc1ccc(N2C=C(CBr)C3CCC(=O)C3C2=O)cc1,-3.6462,3.47,0.62,37.38,348.24,0,2,3
O=C(NCCN1CCc2ccccc2C1)c1cccc(F)c1,-3.646,2.614,0.941,32.34,298.36,1,2,4
CC(C)SC1=NC(=Cc2cccnc2)C(=O)O1,-3.6404,2.477,0.596,51.55,248.31,0,5,2
COc1ccc(C(=O)CN2C=CC(=O)NC2=O)cc1,-3.6193,0.428,0.808,81.16,260.25,1,4,4
CCCCCNC(=O)Oc1ccccc1NCCO,-3.6042,2.369,0.632,70.59,266.34,3,4,8
CNCCCCNS(=O)(=O)N=C(NO)c1ccccc1,-3.6008,0.246,0.238,102.82,300.38,4,4,8
Clc1ccc(Nc2ncnc3[nH]ccc23)cc1,-3.5972,3.355,0.727,53.6,244.69,2,3,2
CN(C)Cc1nc2ccccc2n1Cc1cn2ccccc2n1,-3.5965,2.794,0.582,38.36,305.39,0,3,4
O=C(CSc1ccccc1)Nc1ccccc1,-3.5171,3.417,0.834,29.1,243.33,1,2,4
COc1ccccc1N1C(=O)N(C(F)(F)F)C=C2C(=O)C(c3ccccc3)=C(N)C(=O)C21,-3.5047,3.231,0.736,92.94,443.38,1,5,3
CCCNC(=O)c1cccS(=O)(=O)c2ccccc2S1,-3.4922,2.49,0.932,63.24,309.41,1,4,3
COC(=O)c1ccc(NC(=O)Nc2ccccn2)cc1S,-3.4894,2.801,0.601,80.32,303.34,3,5,3
CCOC(=O)C(CC(C)C(=O)c1cc2cc(OC)ccc2o1)NC(=O)C(F)(F)F,-3.4874,3.261,0.525,94.84,415.36,1,6,8
CC12CC(=O)C=CC=C3c(cc1c1cccc2C(=O)C=CC(Cl)C1)CC(O)C3SCC(F)(F)F,-3.4802,5.732,0.484,54.37,508.99,1,4,2
COc1ncc(Nc2nccc(-n3cccn3)n2)cc1C,-3.4546,2.118,0.789,77.75,282.31,1,6,4
COc1cc(NC(=O)Cc2ccccn2)c(O)cc1Cl,-3.4415,2.63,0.85,71.45,292.72,2,4,4
CC(C)(C)OC(=O)Nc1ccc2c(c1)OC(=O)NC2=O,-3.4347,1.828,0.828,101.4,278.26,2,5,1
COc1ccc2[nH]c3c(c2c1)CCCC3,-3.4318,3.055,0.753,25.02,201.27,1,1,1
CC(=O)OCNC(=S)NCC(=O)NCCC(NC(=O)C(C)(C)C)C(=O)O,-3.4221,-0.907,0.192,145.86,390.46,5,6,9
O=C(C=Cc1ccc2c(c1)CCCC2NC(=O)C1CCNCC1)NO,-3.4165,1.698,0.38,90.46,343.43,4,4,4
Cc1ccc(NC(=O)CN(CC2Oc3ccc(C(C)C)sC2C3)OCF)nc1,-3.4009,3.817,0.661,63.69,407.51,1,6,8
C=CCC(C)=CCCC(C)NC(=S)C(Cc1ccc(C)cc1)CC(F)(F)F,-3.3985,6.714,0.348,12.03,397.55,1,1,10
CCN(CC)CCCNC(=O)CN1C(=O)N(C)C(=O)c2cnccc21,-3.3828,-0.057,0.676,89.23,347.42,1,5,8
[CH]1c2ccccc2c2ccccc21,-3.3611,3.268,0.479,0.0,165.21,0,0,0
CC(c1ccccc1)(c1ccccc1)C(O)c1ccccc1O,-3.3286,4.432,0.748,40.46,304.39,2,2,4
CCC(CC)C(=O)Nc1nc2ccccc2o1,-3.3262,3.203,0.88,55.13,232.28,1,3,4
O=C1CCC(c2ccccc2)(c2ccccc2)CC1,-3.3227,4.116,0.783,17.07,250.34,0,1,2
O=C(O)c1ccc(N2CCOCC2)c(Nc2ncccn2)c1O,-3.3057,1.461,0.728,107.81,316.32,3,7,4
CCC(=O)Cn1c(C)nc2c(C(N)=O)cccc21,-3.2784,1.423,0.884,77.98,245.28,1,3,4
O=C(NCc1cnccc1Br)c1ccc(F)cc1,-3.2716,2.913,0.947,41.99,309.14,1,2,3
C=CC1C(CC=C2C(=O)OC(C)CSC(C)(O)C2O)OCOC1(C)C,-3.2498,2.004,0.445,85.22,372.48,2,7,3
CC1(C)CC(=O)CC(Cc2ccccc2)O1,-3.2374,2.756,0.763,26.3,218.3,0,2,2
CCCCc1cc(S(C)(=O)=O)ccc1OCCN1CCCC(N2CCN(C)CC2)C1,-3.229,2.523,0.592,53.09,437.65,0,6,9
CNC(=O)Cn1ccc(-c2cccc(O)c2)n1,-3.2213,1.002,0.828,67.15,231.26,2,3,3
Cc1ccccc1CC(=O)Nc1ccccc1F,-3.2136,3.315,0.88,29.1,243.28,1,1,3
Sc1cccc2[nH]c(-c3ccccc3)cc12,-3.2066,4.124,0.579,15.79,225.32,2,1,1
CC(C)C(NC(=O)C(=O)N1CCC(O)CC1)C(=O)O,-3.1827,-0.805,0.583,106.94,272.3,3,4,3
C=C(C)N1N=CC=C(c2cc(Cl)cc(Cl)c2)C1=O,-3.1777,3.708,0.841,34.89,281.14,0,2,2
CC(C)C(NCC(=O)NC1Cc2ccccc2CC1N)C(N)=O,-3.1703,-0.303,0.577,110.24,318.42,4,4,6
CC1=CC2=C(C1)C(=O)CC1N(C=O)N1N2,-3.1567,0.083,0.486,52.19,205.22,1,4,1
COc1ccc2c(c1)C=NN(S(C)(=O)=O)C(c1ccccc1)=N2,-3.1361,2.383,0.868,71.33,329.38,0,5,3
CC(=O)N(C)Cc1cccc(OCCCN)c1,-3.1157,1.392,0.759,55.56,236.31,1,3,6
Nc1ccc(CSc2cccc(Cl)n2)cc1,-3.069,3.61,0.514,38.91,250.75,1,3,3
COc1ccccc1N1CCN(CC(=O)NC2CC2)CC1,-3.0684,1.096,0.881,44.81,289.38,1,4,5
NC(=O)CC(O)(CCNC(=O)O)c1ncc(-c2ccccc2)o1,-3.0654,1.062,0.602,138.68,319.32,4,5,7
Cc1ccc(C(=O)NCC2CCCO2)cc1,-3.0621,1.904,0.843,38.33,219.28,1,2,3
COCCN1C(=N)C(=O)C(O)=CC(=O)C(C)CC1=O,-2.998,0.059,0.752,107.76,268.27,2,6,3
O=C(O)C1=CC(=O)c2ccc3CN(Cc4ccccc4C(=O)N13)C2=O,-2.9914,0.846,0.767,94.99,336.3,1,4,1
C=CCc1cc(C(=O)OC)ccc1OCCCC,-2.9604,3.381,0.421,35.53,248.32,0,3,7
COc1cc2c(o1)C(=O)N(CCN(C)CC1CCCO1)CC2,-2.9564,1.397,0.795,55.15,308.38,0,5,6
CS(=O)(=O)N1CCCC2(c3ccccc3)CCCN2CCCN(Cc2cccc(C(F)(F)F)c2)C1=O,-2.9488,5.064,0.562,60.93,523.62,0,4,4
ON=Cc1ccc(-c2ccccn2)cc1O,-2.9244,2.262,0.458,65.71,214.22,2,4,2
Cc1ccc2ccc(N(C)C)cc2c1NC1CCC(NC(=O)C2(O)CCC(C)CC2)CC1,-2.9131,4.995,0.616,64.6,437.63,3,4,5
CCCCN1C(=O)N(C(C)C(=O)CCC(F)(F)F)C(c2ccccc2)C(=O)N=C1N,-2.888,3.407,0.689,96.07,426.44,1,4,8
COc1cc(C2=NCCN2)cc(OC)c1OC,-2.8582,1.062,0.849,52.08,236.27,1,5,4
CC(C)CC(CCCN1CCCN(C)CC1)c1ccc(C(C)(C)C)cc1,-2.8351,5.532,0.632,6.48,358.61,0,2,7
CCOC(=O)C(=O)N1CCCc2c(Cl)cccc1C2=NOC(F)F,-2.8262,2.237,0.471,68.2,360.74,0,5,3
Cc1cccc(C(=O)c2ccncc2)c1,-2.8013,2.621,0.693,29.96,197.24,0,2,2
c1ccc2nc3c(nc2c1)CCS3,-2.789,2.278,0.634,25.78,188.25,0,3,0
O=C(CN1CCN(c2ccccc2N2CCC(=C(F)C(F)(F)F)CC2)CC1)NO,-2.7453,2.7,0.449,59.05,416.42,2,5,4
C=CCNCCNCCOc1ccc(CN(CC)CC)cc1,-2.7104,2.272,0.433,36.53,305.47,2,4,13
CCCCCC(Cc1cc(O)cc(O)c1C)C(=O)O,-2.6935,3.23,0.662,77.76,266.34,3,3,7
NN1CCN(C2=NC(=O)C3=C(N=C4CN=C(N4)C3=O)N2)CC1,-2.6837,-2.006,0.511,132.07,302.3,3,9,1
Cc1cccc(OCC(=O)Nc2nc[nH]n2)c1,-2.6767,1.131,0.828,79.9,232.24,2,4,4
CCn1ncc(C2CC(CO)CNC2=O)c1Cl,-2.6549,0.768,0.841,67.15,257.72,2,3,3
CCOC(=O)c1cc(C2(C)CCC(NC(=O)Nc3cncnn3)CC2)c(C)c(C)n1,-2.6374,3.082,0.724,118.99,412.49,2,7,5
COc1ccc(C2=C(c3ccc(OC)c(OC)c3)C(=O)N(C)C2=O)cc1,-2.6229,2.622,0.773,65.07,353.37,0,5,5
O=N(=O)c1cncc2c(Cl)c(-c3cc(F)c(F)cc3F)cnc12,-2.6215,4.276,0.397,68.92,339.66,0,4,2
CC1CNC(=O)C(NC(=S)Nc2ccccc2Cl)C(=O)N1,-2.6065,0.629,0.473,82.26,326.81,4,3,2
CSc1nccn1CCC1CCCO1,-2.6057,2.174,0.716,27.05,212.32,0,3,4
O=C(O)CCOc1ccc(Cl)cc1,-2.5899,2.194,0.811,46.53,200.62,1,2,4
CN(C)CCC=C(C#N)C(=O)c1ccccn1,-2.5584,1.666,0.438,56.99,229.28,0,4,5
N=C(N)c1cc(C2=NNC(=O)C23C(=O)Nc2ccc(Br)cc23)ccc1Cl,-2.5409,2.111,0.33,120.43,432.67,4,4,2
CC(C)(C)C(=O)N1CCC2(C)C(CC1C(=O)NC(F)(F)F)N1C=CC(=O)N12,-2.526,1.593,0.743,76.34,388.39,1,3,1
CN(C)CC1CCCc2[nH]cc(Cc3cccnc3)c21,-2.5024,2.982,0.925,31.92,269.39,1,2,4
N=C(N)c1ccc2ccc(Cl)cc2c1,-2.4646,2.777,0.545,49.87,204.66,2,1,1
CCC(CC)C1=C(C)NC(=O)C(C)=C1,-2.4075,2.895,0.786,32.86,193.29,1,1,3
NCCCCNCCCCCNCCc1ccc(F)cc1,-2.3664,2.457,0.49,50.08,295.45,3,3,13
CC(=O)NC(=S)NN=c1cc2ccnc(N)c2no1,-2.3638,-0.369,0.481,118.43,278.3,3,7,1
CN(C)C1CCc2cccc(CN3CCCCC3)c2C1,-2.303,3.091,0.834,6.48,272.44,0,2,3
O=C1NCN(C(=O)CC2CCCCN2)C(=O)O1,-2.2989,0.164,0.672,87.74,241.25,2,5,2
CCC(Cn1cnc(C)c1)=NN(=O)=O,-2.281,1.234,0.413,73.32,196.21,0,3,4
ON=Cc1ccc(N2CCOCC2)cc1,-2.2705,1.331,0.451,45.06,206.24,1,4,2
O=C(O)CCC(O)(c1ccccc1)C1CC1,-2.2249,2.149,0.799,57.53,220.27,2,2,5
O=C1C(c2cccnc2)CCCCN1c1ccc(F)cc1,-2.2042,3.521,0.845,33.2,284.33,0,2,2
Oc1cccc2ccccc12,-2.1313,2.545,0.602,20.23,144.17,1,1,0
CC=CC1C2CCc3c(O)cccc3C1CNC2=O,-2.0734,2.36,0.759,49.33,257.33,2,2,1
COc1ccccc1NC(=S)NN,-2.0488,0.855,0.373,59.31,197.26,3,3,2
Cc1ccc(N2NC(=O)C(C#N)C(=O)NC2=O)cc1,-2.0372,0.222,0.703,102.3,258.24,2,4,1
Cc1n[nH]c(-c2ccc3c(c2)OCO3)n1,-2.0166,1.509,0.763,60.03,203.2,1,4,1
CC(=O)OC1C2=C(C)C(C)(C(=O)O)C(C(F)F)OC1N(C)c1ccc(F)cc12,-2.0099,3.062,0.788,76.07,399.37,1,5,3
C=C1CCC2C(=O)C(C)(C)C(c3ccc(O)cc3)CCC2(C)O1,-1.8925,4.564,0.826,46.53,314.43,1,3,1
NC(=O)c1cnc2ccc(Cl)cc2c1,-1.8737,1.987,0.776,55.98,206.63,1,2,1
CCc1nc2ccc(C)cc2[nH]1,-1.8509,2.434,0.682,28.68,160.22,1,1,1
CC1(C)CCN(N(Cc2c[nH]cn2)C(N)=S)CC1,-1.8033,1.492,0.813,61.18,267.4,2,3,3
CCNC(=O)C1COC(=O)c2c1OC1(O)C(C)C(OC(=O)CC(C)(C)CN1C)c1ccccc12,-1.7133,1.965,0.628,114.4,472.54,2,8,2
COC1CCC2(CC(=O)CC(OC(C)=O)N2C)C1,-1.7009,1.108,0.692,55.84,255.31,0,5,2
Cn1nnnn1,-1.6534,-1.395,0.389,56.49,85.07,0,4,0
CN1CCN(CCc2c[nH]cn2)C1(C)C,-1.6438,0.936,0.803,35.16,208.31,1,3,3
CCSCCCCC(C)(C)OC(C)=O,-1.5781,3.252,0.484,26.3,218.36,0,3,7
CCC,-1.2566,1.416,0.385,0.0,44.1,0,0,0
COC(=O)C1=C(C)NC(=O)C(C)(C)C1=O,-1.2538,0.158,0.381,72.47,211.22,1,4,1
CN1C2CCCC1C(CNC(=N)N)C2=O,-1.1959,-0.479,0.425,82.21,210.28,3,3,2
CCC1(O)C(=O)NC(=O)N(O)C1(O)CC(=O)O,-1.1721,-1.768,0.371,147.4,248.19,5,6,3
CC1(C)C(C2CC2)NC(=O)N1C12CC3CC(CC(C3)C1)C2,-1.1433,3.538,0.828,32.34,288.44,1,1,2
CNCc1ccccc1,-1.019,1.406,0.623,12.03,121.18,1,1,2
C,-0.8627,0.636,0.36,0.0,16.04,0,0,0
